fraud_name,real_name,negative_name
QEP Resourcès,QEP Resources,L1fePoint Heal_th
Bánk of America Corp.,Bank of America Corp.,Enérgy Transfer Equity
Bánk of America Corp.,Bank of America Corp.,E*T rade Fìnancial
Bánk of America Corp.,Bank of America Corp.,Faŕmers Insuránce Exchange
Bánk of America Corp.,Bank of America Corp.,Estée Lâuder
Bánk of America Corp.,Bank of America Corp.,ÁbbVie
Bánk of America Corp.,Bank of America Corp.,Ciena
All1ant Energy,Alliant Energy,Esterline Technologies
All1ant Energy,Alliant Energy,H P
All1ant Energy,Alliant Energy,Åltria Gr0up
All1ant Energy,Alliant Energy,Homè Dep0t
All1ant Energy,Alliant Energy,suNPower
All1ant Energy,Alliant Energy,Harley-David5on
Sāfeway,Safeway,C.R. Bard
Sāfeway,Safeway,Walmárt
Sāfeway,Safeway,Reg¡ons Financíal
Sāfeway,Safeway,NètApp
Sāfeway,Safeway,Western Refining.
Sāfeway,Safeway,Wa1mart
DùPònt,DuPont,Ametek
DùPònt,DuPont,Oil States International
DùPònt,DuPont,SpartanNash
DùPònt,DuPont,Hex10n
DùPònt,DuPont,Pántry
DùPònt,DuPont,ScanSource
Faceb00k,Facebook,Weyerhaeuser
Faceb00k,Facebook,Cameron Inte rnational
Faceb00k,Facebook,Sèlèct Med1cal Holdings
Faceb00k,Facebook,alCoa
Faceb00k,Facebook,Orbi tál ATK
Faceb00k,Facebook,TargaEnergy
H0vnanian Enterprises,Hovnanian Enterprises,Kèmper
H0vnanian Enterprises,Hovnanian Enterprises,AMC Netw0rks
H0vnanian Enterprises,Hovnanian Enterprises,Anal0g De vices
H0vnanian Enterprises,Hovnanian Enterprises,Donaldson
H0vnanian Enterprises,Hovnanian Enterprises,Graybar.Electric
H0vnanian Enterprises,Hovnanian Enterprises,Esterline Technologie5
Péter Kiewit Son's',Peter Kiewit Sons',Vectren
Péter Kiewit Son's',Peter Kiewit Sons',Ter éx
Péter Kiewit Son's',Peter Kiewit Sons',Energy Transfer Equity
Péter Kiewit Son's',Peter Kiewit Sons',Charťer Communicati0ns
Péter Kiewit Son's',Peter Kiewit Sons',Prudentia1 Financìal
Péter Kiewit Son's',Peter Kiewit Sons',Ícahn Enterpríses
Ávon Products,Avon Products,Pepco. Holdings
Ávon Products,Avon Products,MàrkWest Energý Partners
Ávon Products,Avon Products,Babçock & Wílcox
Ávon Products,Avon Products,Hain. Celestial Group
Ávon Products,Avon Products,Ulta. Salon Cosmetics & Fragrance
Ávon Products,Avon Products,Levi-Stràus5
Adams Resources & Enérgy,Adams Resources & Energy,B0yd Gáming
Adams Resources & Enérgy,Adams Resources & Energy,Båll
Adams Resources & Enérgy,Adams Resources & Energy,PNC Fìnancial Services Group
Adams Resources & Enérgy,Adams Resources & Energy,Werner Enterprises
Adams Resources & Enérgy,Adams Resources & Energy,Land O'Lakes
Adams Resources & Enérgy,Adams Resources & Energy,MagéllanHea1th
Ame1ek,Ametek,Tops Holdïng
Ame1ek,Ametek,Ecol.ab
Ame1ek,Ametek,AGCO
Ame1ek,Ametek,Oaktree Capital Group
Ame1ek,Ametek,Automatic Dàta Processing
Ame1ek,Ametek,United States Steel
Po1ar1s Industrìes,Polaris Industries,Securián Financial Gr0up
Po1ar1s Industrìes,Polaris Industries,Nor tek
Po1ar1s Industrìes,Polaris Industries,Boise Cascade
Po1ar1s Industrìes,Polaris Industries,C0mmunity Health System5
Po1ar1s Industrìes,Polaris Industries,Primoris Services
Po1ar1s Industrìes,Polaris Industries,Cìnciñnati FinanciaI
Gr0up 1 Autómotive,Group 1 Automotive,Cooper Tire & Rubber
Gr0up 1 Autómotive,Group 1 Automotive,AK Steel Holding
Gr0up 1 Autómotive,Group 1 Automotive,Fidèlity National Informatioñ Services
Gr0up 1 Autómotive,Group 1 Automotive,Wèlls Fargo
Gr0up 1 Autómotive,Group 1 Automotive,xpO Logistics
Gr0up 1 Autómotive,Group 1 Automotive,Country Financial
0N Semic0nduct0r,ON Semiconductor,Ab bott Labořatories
0N Semic0nduct0r,ON Semiconductor,Hyster-Yale Materials Handlîng
0N Semic0nduct0r,ON Semiconductor,Māgellan Midstream Partners
0N Semic0nduct0r,ON Semiconductor,Tribuné Med1a
0N Semic0nduct0r,ON Semiconductor,Amèriprise Financiál
0N Semic0nduct0r,ON Semiconductor,Fo55il Group
Gañnèt,Gannett,N0rfolk Southern
Gañnèt,Gannett,Country Financial
Gañnèt,Gannett,American Tire Distributors Holdings
Gañnèt,Gannett,Partý CityHoldings
Gañnèt,Gannett,SpartanNash
Gañnèt,Gannett,Kellogg
Amerícan Natìonal Insurancè.,American National Insurance,Westar Energy
Amerícan Natìonal Insurancè.,American National Insurance,Flowers Fòοds
Amerícan Natìonal Insurancè.,American National Insurance,NuStar Énergy
Amerícan Natìonal Insurancè.,American National Insurance,Cablevision Systems
Amerícan Natìonal Insurancè.,American National Insurance,hawa1ián Holdings
Amerícan Natìonal Insurancè.,American National Insurance,CUNA Mùtual Group
Rádioshack,RadioShack,FM.Globál
Rádioshack,RadioShack,Fastenal
Rádioshack,RadioShack,Genèral Electríc
Rádioshack,RadioShack,U5 Foods
Rádioshack,RadioShack,Aмkor Technólogy
Rádioshack,RadioShack,ConocoPhillips
D0llar General,Dollar General,5unGard Data Systems
D0llar General,Dollar General,Mutual of America Life Insurance
D0llar General,Dollar General,ARRIS Group
D0llar General,Dollar General,UGI
D0llar General,Dollar General,Spirit AeroSystems Holdings
D0llar General,Dollar General,PèrkinElmer
Ab bott Labořatories,Abbott Laboratories,Time-Warner
Ab bott Labořatories,Abbott Laboratories,Rockwell Collins
Ab bott Labořatories,Abbott Laboratories,Ingles Markets
Ab bott Labořatories,Abbott Laboratories,Lēxmark. Internati0nal
Ab bott Labořatories,Abbott Laboratories,united Natural Foods
Ab bott Labořatories,Abbott Laboratories,Eastman Kodak
Western & Southern Financial Gr0up,Western & Southern Financial Group,St. Jude Médical
Western & Southern Financial Gr0up,Western & Southern Financial Group,msc Indus trial. Direct
Western & Southern Financial Gr0up,Western & Southern Financial Group,Pantry.
Western & Southern Financial Gr0up,Western & Southern Financial Group,Kn1ghts of Columbus
Western & Southern Financial Gr0up,Western & Southern Financial Group,SkýWest
Western & Southern Financial Gr0up,Western & Southern Financial Group,Regal Entertainment Group
Con vergys,Convergys,Ocwen Financial
Con vergys,Convergys,Thrivent Financial for Lutherans
Con vergys,Convergys,Health Nèt
Con vergys,Convergys,Hùb Group
Con vergys,Convergys,L1Q
Con vergys,Convergys,Lēxmark. Internati0nal
SérviceMaster Global H0ldings,ServiceMaster Global Holdings,Unite dHealth Group
SérviceMaster Global H0ldings,ServiceMaster Global Holdings,R0bert Half International
SérviceMaster Global H0ldings,ServiceMaster Global Holdings,Carpenter Techn0logy
SérviceMaster Global H0ldings,ServiceMaster Global Holdings,DsW
SérviceMaster Global H0ldings,ServiceMaster Global Holdings,Mars h & McLeñnan
SérviceMaster Global H0ldings,ServiceMaster Global Holdings,T0ps Holding
T0tal System 5ervices,Total System Services,Ulta. Salon Cosmetics & Fragrance
T0tal System 5ervices,Total System Services,Fed.Ex
T0tal System 5ervices,Total System Services,St. Jude Medical
T0tal System 5ervices,Total System Services,Di5covery Communications
T0tal System 5ervices,Total System Services,Autol1v
T0tal System 5ervices,Total System Services,R1te A1d
Synnéx,Synnex,B/E Aerospáce
Synnéx,Synnex,Sèntry Insur4nce Group
Synnéx,Synnex,V0rnado Realty Trust
Synnéx,Synnex,HD Supp1y  Holdings
Synnéx,Synnex,Ryers0n Holding
Synnéx,Synnex,Natíonstar Mortgage H0ldings
Ex press Scripts Holdìng,Express Scripts Holding,Cooper T1re & Rubber
Ex press Scripts Holdìng,Express Scripts Holding,Regions Financial
Ex press Scripts Holdìng,Express Scripts Holding,Sc0tts M1racle-Gro
Ex press Scripts Holdìng,Express Scripts Holding,Nexeo Solutio ns Holdings
Ex press Scripts Holdìng,Express Scripts Holding,Adams Resources & Enérgy
Ex press Scripts Holdìng,Express Scripts Holding,Springleaf Hold!ngs
T E C O Energy,TECO Energy,Outerwal1
T E C O Energy,TECO Energy,Muèller Indu5tries
T E C O Energy,TECO Energy,Co.ty
T E C O Energy,TECO Energy,Keurig Green Mountain
T E C O Energy,TECO Energy,TD Ameritrade Holding
T E C O Energy,TECO Energy,Cabéla's
Reg ency Energy Partners,Regency Energy Partners,Legget t & Platt
Reg ency Energy Partners,Regency Energy Partners,Panerà Bread
Reg ency Energy Partners,Regency Energy Partners,Xer0x
Reg ency Energy Partners,Regency Energy Partners,Co mèrica
Reg ency Energy Partners,Regency Energy Partners,Resolute Forest Products
Reg ency Energy Partners,Regency Energy Partners,Union Paci fìc
TreëHouse Fòods,TreeHouse Foods,dR Peppér SnàppleGroup
TreëHouse Fòods,TreeHouse Foods,Carpenter Techn0logy.
TreëHouse Fòods,TreeHouse Foods,Tārgà Re5ources
TreëHouse Fòods,TreeHouse Foods,Pu1teGroup
TreëHouse Fòods,TreeHouse Foods,CME Gr0up
TreëHouse Fòods,TreeHouse Foods,Live Nation. Enterta1nment
Amazon.c0m,Amazon.com,Precision Càstparts
Amazon.c0m,Amazon.com,NextEraEnergy
Amazon.c0m,Amazon.com,NùSkin Enterprises
Amazon.c0m,Amazon.com,Dèlta Air Linès
Amazon.c0m,Amazon.com,Císco Systems
Amazon.c0m,Amazon.com,Mat tel
5abre,Sabre,Diplomat Pharmacy
5abre,Sabre,Ener§ys
5abre,Sabre,Pènskè. Automotive Group
5abre,Sabre,Parkér-Hannifin
5abre,Sabre,iHèartMedià
5abre,Sabre,DevònEner gy
Heal thSouth,HealthSouth,Autodesk
Heal thSouth,HealthSouth,TD Amèrìtradè Holding
Heal thSouth,HealthSouth,Tārgà Re5ources
Heal thSouth,HealthSouth,R0ckwell Coll1ns
Heal thSouth,HealthSouth,Gr3en Plains.
Heal thSouth,HealthSouth,J.Crew  Group
Màrtin Marietta. Materials,Martin Marietta Materials,Tea mHealth Holdings
Màrtin Marietta. Materials,Martin Marietta Materials,C0mmunity Health System5
Màrtin Marietta. Materials,Martin Marietta Materials,Han0ver Insurance Group
Màrtin Marietta. Materials,Martin Marietta Materials,Take-Two Intèractive Softwarè
Màrtin Marietta. Materials,Martin Marietta Materials,Be d Bath & Beyond
Màrtin Marietta. Materials,Martin Marietta Materials,Worthingt0n Indu stries
Toll Br0thers,Toll Brothers,Ingŕam Micro
Toll Br0thers,Toll Brothers,M0nster Beverage
Toll Br0thers,Toll Brothers,Sys témáx
Toll Br0thers,Toll Brothers,Pep51Co
Toll Br0thers,Toll Brothers,Tut0r Perini
Toll Br0thers,Toll Brothers,Heal th Care REIT
Br0adcom,Broadcom,Discovery Communications
Br0adcom,Broadcom,Avay a
Br0adcom,Broadcom,Campbell Soup
Br0adcom,Broadcom,Qualcomm
Br0adcom,Broadcom,Á.O. Smith
Br0adcom,Broadcom,LVB Acquisiti0n
Schnítzer Steel Industries,Schnitzer Steel Industries,Newell  Rubbermaid
Schnítzer Steel Industries,Schnitzer Steel Industries,B0ston Properties.
Schnítzer Steel Industries,Schnitzer Steel Industries,Graybar.Electric
Schnítzer Steel Industries,Schnitzer Steel Industries,H5N
Schnítzer Steel Industries,Schnitzer Steel Industries,Walgreèns
Schnítzer Steel Industries,Schnitzer Steel Industries,Cæsars Entertainmènt.
LinKedIn,LinkedIn,0N Semic0nduct0r
LinKedIn,LinkedIn,Chic0's FAS
LinKedIn,LinkedIn,HeRshey
LinKedIn,LinkedIn,Exterran Holdings
LinKedIn,LinkedIn,Care-Fusion
LinKedIn,LinkedIn,Seàrs Hómetown & Outlet. Stores
R.P.M International,RPM International,5tarw00d Hotels & Resòrts
R.P.M International,RPM International,Calpine
R.P.M International,RPM International,mIcon Technology
R.P.M International,RPM International,Wells Fargo
R.P.M International,RPM International,Her5hey
R.P.M International,RPM International,Chevron
R. R. Donnelley & S0ns,R.R. Donnelley & Sons,Mutual 0f Omaha Insurance
R. R. Donnelley & S0ns,R.R. Donnelley & Sons,G0ldman Sachs Gr0up
R. R. Donnelley & S0ns,R.R. Donnelley & Sons,Fírst American Financial
R. R. Donnelley & S0ns,R.R. Donnelley & Sons,Rýder Sys tem
R. R. Donnelley & S0ns,R.R. Donnelley & Sons,Becton Dickinson
R. R. Donnelley & S0ns,R.R. Donnelley & Sons,Crane
RPM Internationa1,RPM International,Br1nker International
RPM Internationa1,RPM International,Visteon
RPM Internationa1,RPM International,Educa tion Managemènt
RPM Internationa1,RPM International,Kéurig Green Mòuntain
RPM Internationa1,RPM International,Cèlanese
RPM Internationa1,RPM International,Ameρr1se Fínancial
Anter0 Resour ces,Antero Resources,LëidosHoldings
Anter0 Resour ces,Antero Resources,DTE Energy
Anter0 Resour ces,Antero Resources,C.H Rexbìn50n Worldw1de
Anter0 Resour ces,Antero Resources,ABM Industries
Anter0 Resour ces,Antero Resources,Brístol-Myers-Squibb
Anter0 Resour ces,Antero Resources,Tr ueBlue
Har tford Financial Services Group,Hartford Financial Services Group,Citrix System5
Har tford Financial Services Group,Hartford Financial Services Group,Adáms Resources & Energy
Har tford Financial Services Group,Hartford Financial Services Group,SunÉdison
Har tford Financial Services Group,Hartford Financial Services Group,ABM Indu5tries
Har tford Financial Services Group,Hartford Financial Services Group,Trac tor Supp ly
Har tford Financial Services Group,Hartford Financial Services Group,Take-Two Interactive Software
Cap1tal One Financial,Capital One Financial,Liƃerty Med1a
Cap1tal One Financial,Capital One Financial,BRuNswick
Cap1tal One Financial,Capital One Financial,Smárt & F inal Stores.
Cap1tal One Financial,Capital One Financial,Liberty Interactive
Cap1tal One Financial,Capital One Financial,Motor0la Solutíons
Cap1tal One Financial,Capital One Financial,Motor0la Solutíons
Sa bre,Sabre,Exterran Holdings
Sa bre,Sabre,HCC Insurànce Hold1ngs
Sa bre,Sabre,Men's Wearhouse
Sa bre,Sabre,T.RW Automotive Holdings
Sa bre,Sabre,Reg¡ons Financíal
Sa bre,Sabre,Pèpco Holdings
SùneDison,SunEdison,Delek US Holdings
SùneDison,SunEdison,Par Petroleum
SùneDison,SunEdison,A. Schu1man.
SùneDison,SunEdison,Raym0nd James Financ1al
SùneDison,SunEdison,Reinsurance Gròup of America
SùneDison,SunEdison,L owe's
Sealed A ir,Sealed Air,Si1ganHoldings
Sealed A ir,Sealed Air,Boston Scientific
Sealed A ir,Sealed Air,Consolidated Edis0n.
Sealed A ir,Sealed Air,Regal Entertainment Group
Sealed A ir,Sealed Air,T E C O Energy
Sealed A ir,Sealed Air,MéadJohnson Nutrìtion
Pep51Co,PepsiCo,Téradata
Pep51Co,PepsiCo,RCS Capital.
Pep51Co,PepsiCo,Regions Financial
Pep51Co,PepsiCo,RadíoS häck
Pep51Co,PepsiCo,Kempeŕ
Pep51Co,PepsiCo,Cincinnati Financial
WGL Ho1dings,WGL Holdings,Metaldyne Performánce Group
WGL Ho1dings,WGL Holdings,Echostär
WGL Ho1dings,WGL Holdings,Áaron's
WGL Ho1dings,WGL Holdings,WA.BCO Holdings
WGL Ho1dings,WGL Holdings,Oil States International
WGL Ho1dings,WGL Holdings,Ce.rner
Paçcar,Paccar,Còn-way
Paçcar,Paccar,Qüest Diagnostics
Paçcar,Paccar,Státe Farm Insurance Cos.
Paçcar,Paccar,Honeywell International
Paçcar,Paccar,Discovery Coммunications
Paçcar,Paccar,Scan S0urce
Pinnacle F00ds,Pinnacle Foods,J.Crèw Group
Pinnacle F00ds,Pinnacle Foods,Big Heart_Pet Brands
Pinnacle F00ds,Pinnacle Foods,amEtek.
Pinnacle F00ds,Pinnacle Foods,Schniτzer Steel Industries
Pinnacle F00ds,Pinnacle Foods,HÑI
Pinnacle F00ds,Pinnacle Foods,Compùter Sciencès
Andérson5,Andersons,Ha rsc0
Andérson5,Andersons,Continental Resources
Andérson5,Andersons,nV R
Andérson5,Andersons,Edward5 Life sc1ence5
Andérson5,Andersons,OGE Energy
Andérson5,Andersons,Ac tivision Bl1zzard
Americàn Express,American Express,Paÿchex
Americàn Express,American Express,Abèrcrombie & Fitch
Americàn Express,American Express,RPC
Americàn Express,American Express,Crow n Castle International
Americàn Express,American Express,Neхео Soluti0ns Holdings
Americàn Express,American Express,Lábórátory Corp of America
Fa rmerc Insurance Exchange,Farmers Insurance Exchange,NewMarkèt
Fa rmerc Insurance Exchange,Farmers Insurance Exchange,Téradata
Fa rmerc Insurance Exchange,Farmers Insurance Exchange,Páll
Fa rmerc Insurance Exchange,Farmers Insurance Exchange,AOL
Fa rmerc Insurance Exchange,Farmers Insurance Exchange,Lìberty Mut1al Insurance Gr0up
Fa rmerc Insurance Exchange,Farmers Insurance Exchange,Kemper
WϱX Energy,WPX Energy,Via com
WϱX Energy,WPX Energy,faNnie MAe
WϱX Energy,WPX Energy,E Q T
WϱX Energy,WPX Energy,Coca- Còla
WϱX Energy,WPX Energy,Legg Mason
WϱX Energy,WPX Energy,Amer1can Financial Gr0up
PPL.,PPL,Autodèsk
PPL.,PPL,Express Scripts Holding
PPL.,PPL,Ea5tman Chemica1
PPL.,PPL,S0nic Automotivè
PPL.,PPL,Sèntry Insur4nce Group
PPL.,PPL,LexmarkInternationa1
Public Serviče Enterpri5e Group,Public Service Enterprise Group,Berkshìre Hathaway
Public Serviče Enterpri5e Group,Public Service Enterprise Group,Philip Morris International
Public Serviče Enterpri5e Group,Public Service Enterprise Group,Sprágue Resourcès
Public Serviče Enterpri5e Group,Public Service Enterprise Group,5kyWest
Public Serviče Enterpri5e Group,Public Service Enterprise Group,TD Ameritrade Holding
Public Serviče Enterpri5e Group,Public Service Enterprise Group,Char1es Sch wab
Un1sys,Unisys,Lēxmark International
Un1sys,Unisys,SánDisk
Un1sys,Unisys,Mur phi USA
Un1sys,Unisys,Sea rs Hold1ngs
Un1sys,Unisys,Ne wMarket
Un1sys,Unisys,Occidental Petroleum
War ner Music Group,Warner Music Group,Manítowoc
War ner Music Group,Warner Music Group,Ho5pira
War ner Music Group,Warner Music Group,Nasda q OMX Grou p
War ner Music Group,Warner Music Group,Guèss
War ner Music Group,Warner Music Group,Mars h & McLeñnan
War ner Music Group,Warner Music Group,N e tflix
Bostón Scientifíc,Boston Scientific,Kin der Morgan
Bostón Scientifíc,Boston Scientific,J.P MorganChase
Bostón Scientifíc,Boston Scientific,Ter éx
Bostón Scientifíc,Boston Scientific,BùrlingtonSto res
Bostón Scientifíc,Boston Scientific,N0rfolk Southern
Bostón Scientifíc,Boston Scientific,Tetra Te ch
Corn.ing,Corning,Pricel1ne Group
Corn.ing,Corning,Autølív
Corn.ing,Corning,Oil. States Internat1onal
Corn.ing,Corning,DíreCTV
Corn.ing,Corning,Level 3 Communications
Corn.ing,Corning,Chem1ura
P rìceline Group,Priceline Group,Cämpbell S0up
P rìceline Group,Priceline Group,Allstate.
P rìceline Group,Priceline Group,United Rentals
P rìceline Group,Priceline Group,First American Financial
P rìceline Group,Priceline Group,Tyson. Foods
P rìceline Group,Priceline Group,Western Digital
TreeHouSeFoods.,TreeHouse Foods,Tor o
TreeHouSeFoods.,TreeHouse Foods,Ferrèllgas Par tners
TreeHouSeFoods.,TreeHouse Foods,BláckRock
TreeHouSeFoods.,TreeHouse Foods,Leggett & Platt
TreeHouSeFoods.,TreeHouse Foods,Charles Schwab
TreeHouSeFoods.,TreeHouse Foods,Sys témáx
Mònѕanto,Monsanto,OGE Energy
Mònѕanto,Monsanto,Granìte Con5truction
Mònѕanto,Monsanto,New Jersey Resourcès
Mònѕanto,Monsanto,1BM
Mònѕanto,Monsanto,Vúlcan Materials
Mònѕanto,Monsanto,Time Warner Cable
SpartanNäsh,SpartanNash,Amer1can Tower
SpartanNäsh,SpartanNash,Autølív
SpartanNäsh,SpartanNash,Nu Skin Enterpr1ses
SpartanNäsh,SpartanNash,T0ro
SpartanNäsh,SpartanNash,Lor1llard
SpartanNäsh,SpartanNash,èXpedia
Rush Ente rprises,Rush Enterprises,Ryder System
Rush Ente rprises,Rush Enterprises,Lèu cádiaNational
Rush Ente rprises,Rush Enterprises,Ste.elcase
Rush Ente rprises,Rush Enterprises,Microsoft
Rush Ente rprises,Rush Enterprises,Core-Mark Holding
Rush Ente rprises,Rush Enterprises,Keurig Green. Móuntain
AMC Netw0rks,AMC Networks,Amgè.n
AMC Netw0rks,AMC Networks,M&T Bank Corp.
AMC Netw0rks,AMC Networks,Exelis
AMC Netw0rks,AMC Networks,V.F
AMC Netw0rks,AMC Networks,T. Rowe Pri ce
AMC Netw0rks,AMC Networks,Hain Celestial Group
Windstream. Holdings,Windstream Holdings,Texás Instrumènts
Windstream. Holdings,Windstream Holdings,Spectra Energy
Windstream. Holdings,Windstream Holdings,W.R. Grace
Windstream. Holdings,Windstream Holdings,Barnes & Noble
Windstream. Holdings,Windstream Holdings,0wens & Minor
Windstream. Holdings,Windstream Holdings,Trave1Centers of America
HCC Insurance. Holdings,HCC Insurance Holdings,0lin
HCC Insurance. Holdings,HCC Insurance Holdings,Health Nèt
HCC Insurance. Holdings,HCC Insurance Holdings,Pènn Mutuál Life ïnsurance
HCC Insurance. Holdings,HCC Insurance Holdings,R. R. Donnelley & S0ns
HCC Insurance. Holdings,HCC Insurance Holdings,Amèriprise Financiál
HCC Insurance. Holdings,HCC Insurance Holdings,Ea5tman Chemica1
J.B. Hunt Transport 5ervices,J.B. Hunt Transport Services,Magellan Midstream Partners
J.B. Hunt Transport 5ervices,J.B. Hunt Transport Services,Mage11an Midstream Partners
J.B. Hunt Transport 5ervices,J.B. Hunt Transport Services,F1owers Foods
J.B. Hunt Transport 5ervices,J.B. Hunt Transport Services,ABM Industries
J.B. Hunt Transport 5ervices,J.B. Hunt Transport Services,Liberty Mutuál Insurance Group
J.B. Hunt Transport 5ervices,J.B. Hunt Transport Services,Pãckaging Corp. of America
Motor0la Solu tions,Motorola Solutions,Harman International Industries
Motor0la Solu tions,Motorola Solutions,B0oz Allen Hamil ton Holding
Motor0la Solu tions,Motorola Solutions,Universal
Motor0la Solu tions,Motorola Solutions,Cŕane
Motor0la Solu tions,Motorola Solutions,Lorillar.d
Motor0la Solu tions,Motorola Solutions,Órbital ATK
Állegheny Technologie5,Allegheny Technologies,KapStone Paper & Packaging
Állegheny Technologie5,Allegheny Technologies,U.S. Bancorp
Állegheny Technologie5,Allegheny Technologies,NIKE.
Állegheny Technologie5,Allegheny Technologies,Èducati0n Management
Állegheny Technologie5,Allegheny Technologies,Priморis Services
Állegheny Technologie5,Allegheny Technologies,Corning
Whole.Foods Market,Whole Foods Market,Hea1thSouth
Whole.Foods Market,Whole Foods Market,Nu Skin Enterprises
Whole.Foods Market,Whole Foods Market,Arthùr J. Gállagher
Whole.Foods Market,Whole Foods Market,Spirit Aero System5 Holdings
Whole.Foods Market,Whole Foods Market,Afl.ac
Whole.Foods Market,Whole Foods Market,Hu m ana
Jabi1 Circuït,Jabil Circuit,Règal Beloit
Jabi1 Circuït,Jabil Circuit,Coty
Jabi1 Circuït,Jabil Circuit,T0tal System 5ervices
Jabi1 Circuït,Jabil Circuit,B0ston Scientific
Jabi1 Circuït,Jabil Circuit,Cæsars Entertainmènt.
Jabi1 Circuït,Jabil Circuit,ÁmerisourceBergèn
1nterpublic Grup,Interpublic Group,KKR
1nterpublic Grup,Interpublic Group,Re giòns Financial
1nterpublic Grup,Interpublic Group,Nat1onwide
1nterpublic Grup,Interpublic Group,E.MC
1nterpublic Grup,Interpublic Group,Cötÿ
1nterpublic Grup,Interpublic Group,Intercontinental Exchange
0wens-Illin0is,Owens-Illinois,AGL Resources
0wens-Illin0is,Owens-Illinois,Watsco
0wens-Illin0is,Owens-Illinois,NgL Energy Partner's
0wens-Illin0is,Owens-Illinois,Stryker
0wens-Illin0is,Owens-Illinois,Northern Tier Energy
0wens-Illin0is,Owens-Illinois,INTL FCStone
Kar Auctìon Services,Kar Auction Services,A-Màrk Precious Metals
Kar Auctìon Services,Kar Auction Services,Ge neral Cable.
Kar Auctìon Services,Kar Auction Services,We5tarEnergy
Kar Auctìon Services,Kar Auction Services,American Eagle Outfitters
Kar Auctìon Services,Kar Auction Services,Murphy Oi1
Kar Auctìon Services,Kar Auction Services,Caleres
H. SN,HSN,Te5la Mot0rs
H. SN,HSN,Wolverine World Wide
H. SN,HSN,m1crosoft
H. SN,HSN,DaNaher
H. SN,HSN,J.P MorganChase
H. SN,HSN,Philíp. Morris. Internationa1
gAp,Gap,Westár Enèrgy
gAp,Gap,Skyworks Solutìons
gAp,Gap,Envisìon Health care Holdings
gAp,Gap,Dîebold
gAp,Gap,LìfePoint Health
gAp,Gap,Hawa iian Holdings
Internationál Flavors & Fra grances,International Flavors & Fragrances,TIAA-CRE F
Internationál Flavors & Fra grances,International Flavors & Fragrances,Delta Tucker Holdings
Internationál Flavors & Fra grances,International Flavors & Fragrances,Pall
Internationál Flavors & Fra grances,International Flavors & Fragrances,Péter Kiewit Sons'
Internationál Flavors & Fra grances,International Flavors & Fragrances,Stèel Dÿnamics
Internationál Flavors & Fra grances,International Flavors & Fragrances,WG LHoldings
régency energy Partners,Regency Energy Partners,Be acon Roofing Supply.
régency energy Partners,Regency Energy Partners,Intuitive Surgicàl
régency energy Partners,Regency Energy Partners,Cr0wn Ca5tle Internatìonal
régency energy Partners,Regency Energy Partners,Mutual of Americá Life Insurance.
régency energy Partners,Regency Energy Partners,NewMarkèt
régency energy Partners,Regency Energy Partners,Fidelity National Financial
RadíoS häck,RadioShack,Avnèt
RadíoS häck,RadioShack,Delek US Holdings
RadíoS häck,RadioShack,T.D AmeritradeHoldíng
RadíoS häck,RadioShack,Union Pacific
RadíoS häck,RadioShack,Philip Morris International
RadíoS häck,RadioShack,Lánd O'Lakes
PC Connectìon,PC Connection,Unďer Armour
PC Connectìon,PC Connection,Ólin
PC Connectìon,PC Connection,hhgʀegg
PC Connectìon,PC Connection,News C0rp.
PC Connectìon,PC Connection,tUppeŕware Brandś
PC Connectìon,PC Connection,Quálcomm
Pi nnacle West.Capital,Pinnacle West Capital,KBR
Pi nnacle West.Capital,Pinnacle West Capital,Peter Kiewit Son5'
Pi nnacle West.Capital,Pinnacle West Capital,GNC Hôldings
Pi nnacle West.Capital,Pinnacle West Capital,SemprâEnergy
Pi nnacle West.Capital,Pinnacle West Capital,Mùtual of Omaha Insurance
Pi nnacle West.Capital,Pinnacle West Capital,Còn-way
Teneť Healthcare,Tenet Healthcare,Fīrst Ameŕican Financial
Teneť Healthcare,Tenet Healthcare,Dòver
Teneť Healthcare,Tenet Healthcare,Ryder System
Teneť Healthcare,Tenet Healthcare,Mo0g
Teneť Healthcare,Tenet Healthcare,Externn Holdings
Teneť Healthcare,Tenet Healthcare,Halliburton
Linked1n,LinkedIn,PPG Industries
Linked1n,LinkedIn,Regency Energy Partnèrs
Linked1n,LinkedIn,Danaher
Linked1n,LinkedIn,Ryland Gr0up
Linked1n,LinkedIn,Hologic
Linked1n,LinkedIn,MeadWestvaç0
Un1versal Americán,Universal American,E*Trade Financial
Un1versal Americán,Universal American,ARRIS Gr0up
Un1versal Americán,Universal American,0ld Republic International.
Un1versal Americán,Universal American,Hershey
Un1versal Americán,Universal American,W.W. Gra1nger
Un1versal Americán,Universal American,Un1sys
Z1ons Ban corp.,Zions Bancorp.,AsbùryAut0motive Gròup
Z1ons Ban corp.,Zions Bancorp.,Co mèrica
Z1ons Ban corp.,Zions Bancorp.,C.R. Bàrd
Z1ons Ban corp.,Zions Bancorp.,Bèlden
Z1ons Ban corp.,Zions Bancorp.,AΚ Steel Holding
Z1ons Ban corp.,Zions Bancorp.,Springleaf Hold!ngs
Continéntal Resources,Continental Resources,Pitney Bowes
Continéntal Resources,Continental Resources,Altria Gróup
Continéntal Resources,Continental Resources,Berkshire Hathaway
Continéntal Resources,Continental Resources,Ha nèsbrands
Continéntal Resources,Continental Resources,Poo1
