real_name,positive_names,negative_names
Hasbro,"['Hasbrò', 'Hásbro', 'Ha5bro']","['Hùb Group', 'Hanesbrands', 'Hu bGroup', 'Ha nèsbrands', 'Harsco', 'Hub Group', 'Hal1iburton', 'Halliburton', 'Hanèsbrands']"
Hawaiian Electric Industries,"['Hawáiián Electríc Industríes', 'Hawa1ian Electriç Industries', 'Hawaiian Eleèctric Indúst ries']","['Hawaiian Holdings', 'Harman International Industries', 'Trinít yIndustries', 'Harman Internati0na1 Industries', 'Trinity Industries', 'Valmont Industries']"
Hawaiian Holdings,"['Hawa iian Holdings', 'hawa1ián Holdings', 'Hawáiian H0ldings']","['Si1ganHoldings', 'Älliance Holdings', 'Dana Holding', 'Dan aHolding', 'Silgan Holdings', 'Alliance Holdings', 'Crown Holdings']"
Health Care REIT,"['Heal th Care REIT', 'Health Càre REIT', 'Hèalth Care-REIT']","['Tenet Healthcare', 'Teneť Healthcare', 'Health Net', 'Health Nèt']"
Health Net,"['hEaLth Net', 'Heàlt hNet', 'Health Nèt']","['Ta rget', 'HealthS0uth', 'Heal thSouth', 'HealthSouth', 'Raytheon', 'Mat tel']"
HealthSouth,"['Hea1thSouth', 'HealthS0uth', 'Heal thSouth']","['Southern', 'Heàlt hNet', 'Health Nèt', 'Health Net']"
Heartland Payment Systems,"['Heártland Payment System5', 'Heartland  Payment Systems', 'Hèartland Payment Systems']","['5unGard Data Systems', 'SunGard Data System5', 'Álliance Data Systems', 'Alliance Data Systems', 'SunGard Data Systems']"
Helmerich & Payne,"['Hel merich & Paynè', 'Helmērìch & Payne', 'Helmerich & Pãyne']","['Reyn0lds American', 'Universal American', 'Heartland  Payment Systems', 'Health Net', 'Amerìcan Tower', 'ReynòldsAmericán', 'Reynolds American']"
Henry Schein,"['Henr ySchein', 'Henrý Schēin', 'henRy Scheín']","['Rayt heon', 'Compùter Sciencès', 'C0mputer Sciences', 'Computer Sciences', 'CenturyLink', 'Her5hey', 'Kelly Services', 'Kel1y Serv1ces', 'Hershey']"
Hershey,"['HeRshey', 'Her5hèy', 'Her5hey']","['He5s', 'ÊnerSys', 'Hes5', 'Hess', 'Henry Schein']"
Hess,"['Hèss', 'He5s', 'Hes5']","['West', 'Guess', 'Guèss', 'Unisys', 'HeRshey', 'Hershey']"
Hexion,"['Hexi.on', 'Hèxion', 'Hex10n']","['Exèlon', 'Verizon', 'Tex Tron', 'Veriz0n', 'Textron', 'Exelon', 'Exe1on']"
Hillshire Brands,"['Hi1lshire Brands', 'Hìllshire Brands', 'Hìllshire. Brands']","[""Bloomin' Brands"", '1 Brands', 'L Brands']"
Hilton Worldwide Holdings,"['Hi1ton.Worldwide.Hostings', 'Hilt on Wor1dwide Holdings', 'Hiltón Woŕldwide Holdings']","['Si1ganHoldings', 'Lincoln Eleçtric Holdings', 'Energizer Holdings', 'Älliance Holdings', 'Nationstar Mortgage Holdings', 'Silgan Holdings', 'Alliance Holdings', 'C.H. Robinson Worldwide', 'C.H. Robinson. Worldw1de']"
HollyFrontier,"['H0llyFrontier', 'Holly.Frontier', 'Hol1yFrontier']","['Halliburton', 'TöllBrothers', 'PolyOne', 'Toll Brothers', 'Toul Brothers']"
Hologic,"['Hòlogic', 'Hologi.c', 'Hol0gic']","['Hospira', 'TopsHoldïng', 'Moog.', 'H&R Block', 'Mosaic', 'HollyFrontier', 'Moog', 'Analog Devices']"
Home Depot,"['Homè Dep0t', 'H0me Depot', 'Hom eDepot']","['Office Depot', 'OfficeDep ot', 'kB Home', 'Offíce Depot', 'Zo etis', '0ffice Dep0t']"
Honeywell International,"['H0neywell International', 'Honeywel1 Internatıonal', 'Honeywell Internationa1']","['Par exel International', 'Mondelez International', 'Towe rInternationa1', 'Tower International', 'Mondelez. International', 'Parexel International']"
Hormel Foods,"['Hormel.Foods', 'H0rmel Foods', 'Hormel Fòods']","['ConAgra. Foods', 'Dean. Foods', 'TrèeHouse Foods', 'TreëHouse Fòods', 'TreeHouse Foods', 'Dean Foods', 'US Foods']"
Hospira,"['Ho5pira', 'Hospira.', 'H0spira']","['Airgas', 'Àirga5', 'Mosaïc', 'Hasbrò', 'Mosaic', 'Hásbro', 'èXpedia']"
Host Hotels & Resorts,"['Host Ho tels & Resorts', 'H0st Hote1s & Rèsorts', 'Host Hotèls & Rėsorts']","['5tarw00d Hotels & Resòrts', 'Starwood Hotels & Resorts', 'Stàrwood Hotels & Reso rts']"
Hovnanian Enterprises,"['Hovnanian. Enterprises', 'Hòvnanian Enterpríses', 'H0vnanian Enterprises']","['Coca-Cola Enterprises', 'Ícahn Enterpríses', 'Icahn Enterprises', 'IcaḥnEnterprises', 'NùSkin Enterprises']"
Hub Group,"['Hùb Group', 'Hu bGroup', 'Ĥub Gr0up']","['Unum Group', 'HRG Group', 'HRG Gr0up', 'HR G Group', 'hRg Group', 'Unum Gr0up']"
Hubbell,"['Hubbęll', 'Hubbel·l', 'Hùbbèll']","['Out erwall', 'Outèrwall', 'H.B. Fuller', 'Chubb.', 'CH2M Híll', 'Chubb', 'CH2M.Hill', 'Outerwall']"
Humana,"['Hu m ana', 'Hùmana', 'Humàna']","['Huntsman', 'Hunt5man', 'Hu ntsman']"
Huntington Bancshares,"['Hunt1ngton Bancshares', 'Huntíngton Bancshares', 'Huntingt0n Bancshares']","['Hun tingt0n Ingalls Industries', 'Huntington Ingalls.Industries', 'Huntington Ingalls Industries']"
Huntington Ingalls Industries,"['Hun tingt0n Ingalls Industries', 'Huntington Ingalls.Industries', 'Hunt1ngt0n Ingålls Industr1es']","['Worth1ngton Industr1es', 'Harman International Industries', 'Worthington Industries', 'Worthingt0n Indu stries', 'Huntington Bancshares', 'Huntingt0n Bancshares', 'Wòrthington Industries']"
Huntsman,"['Hunt5man', 'Hùntsmán', 'Hu ntsman']","['Änthém', 'Vèntas', 'Hùmana', 'Humana', 'Hu m ana']"
Hyatt Hotels,"['Hýatt Hotèls', 'Hyat tHotels', 'Hyatt H0tels']","['Mattel', 'Teám Heath Holdings', 'Host Hotels & Resorts', 'Mat tel', 'Party City Holdings']"
Hyster-Yale Materials Handling,"['Hyster-Yale  Materials Handling', 'Hyster-Yale Materials Handlîng', 'Hy5ter-Yale Materials Handling']","['Se1ect Medical Holdings', 'Applied Materials', 'Select Medical Holdings', 'ServiceMaster Global Holdings']"
IAC/InterActiveCorp,"['IAC/InterActive.Corp', 'IAC/Inte rActivèCorp', 'IAC/InterActìveCorp']","['CAC1 Internationa1', 'Liberty Interactive', 'CÁC1 Internatioņal', 'CACI International']"
IBM,"['1BM', 'IB M', 'lBM']","['3M', 'BeM!s', '3 M', 'cBs']"
IDEX,"['IDE X', 'IÐEX', '1DEX']","['ÀDT', 'EXPres.s', 'tJX', 'TIAA.CREF', 'NIKE.']"
IHS,"['I.HS', 'IH5']","['C.HS', 'HP', 'CHS', 'PvH', 'HSN', 'UGI']"
IMS Health Holdings,"['IMS HealthHoldings', '1MS Health H0ldings', 'IMS Health Hòldíngs']","['Tea mHealth Holdings', 'Team Health Holdings', 'Teám Heath Holdings']"
INTL FCStone,"['INTL.FCS t one', '1NTL FCStone', 'INTL FCSt0ne']","['Na tionwide', 'DST Systems', 'Au toZone', 'D5T Systems', 'Nationwide', 'Bón-Ton Stores']"
ITT,"['1TT', 'I TT', 'I.TT']","['A T&T', 'ATÀT', 'AT&T']"
Iasis Healthcare,"['Iasiş Healthcare', 'Iαsis Healthcare', 'IA5is Hea1thcare']","['Mo1ina Health.care', 'Molina Healthcare', 'Mólina Healthcare', 'M0lina Hea1thcare']"
Icahn Enterprises,"['Ícahn Enterpríses', 'IcaḥnEnterprises', 'Icáhn Enterpri5es']","['Insight Enterprises', 'Rush Ente rprises', 'Rush Enterprises', 'Ru5h Enterprises', 'Werner Enterprises', 'NùSkin Enterprises']"
Illinois Tool Works,"['1llinois Tool Works', 'Illin0is T0ol W0rks', 'Illinoi5 Tool Work5']","['Älliance Holdings', 'Wolverine World Wide', 'Owens-Illinois', 'In gles Markets', 'Alliance Holdings', 'American Water Works', 'Knighťs of Colu mbus', 'Host Hotèls & Rėsorts']"
Ingles Markets,"['Ińgles Márkets', 'Ingle5 Market5', 'In gles Markets']","['Weïs Markèts', 'Ne wMarket', 'Weis Markets', 'We1s Markets']"
Ingram Micro,"['Ingra m M1cro', 'Ingŕam Micro', 'Ingram.Mìcro']","['Ingredioñ', 'Ingrèdion', 'Microsoft', 'Micr0soft', 'Interpub1ic Group', 'ér1e Insuran ce Group', 'Ingred1on', 'Ingredion']"
Ingredion,"['Ingredioñ', 'Ingrèdion', 'Ingred1on']","['Ingŕam Micro', 'SunÉdison', 'Ingram Micro', 'Eneгgen', 'Enérgen', 'Energen', 'Darling Ingredients', 'SùnEdison']"
Insight Enterprises,"['1n5ight Enterpri5es', 'Ínsight Enterpr1ses', 'Ins1ght Enterp rìses']","['Rush Ente rprises', 'Icahn Enterprises', 'Rush Enterprises', 'Ru5h Enterprises', 'Icáhn Enterpri5es']"
Insperity,"['In5perity', 'Inspersity.', 'In5perìty']","['Intuit', 'ÊnerSys', 'Entergy', 'Èntergy']"
Integrys Energy Group,"['Intègrys E nergy Group', 'Integrys Enèrgý Group', 'Integrys. Energy Gr0up']","['Genesis Energy', 'CenterPoint Energy', 'Gènesìs Energy', 'Sèntry Insur4nce Group', 'Sentry Insurànce Group', 'Sentry Insurance Group']"
Intel,"['Int.el', 'Inte1', '1nteI']","['Mattel', 'Entergy', 'Èntergy', 'Anthem', 'Intuit', 'Màttel', 'Intu1t']"
Intercontinental Exchange,"['In tercontinental Exchange', '¡ntercontinental Exchange', 'Intercontinental Eхchange']","['United Continental Holdings', 'International Paper', 'Unite d Continental Holdin gs']"
International Flavors & Fragrances,"['Internationál Flavors & Fra grances', 'Internatìonal Flavors & Fragrances', 'Internationa1 Flavors & Fragrances']","['Ulta Salon Cosmetic5 & Fragrance', 'Ulta Salon Cosmetics & Fragrance', 'Últà Salon Cosmetics & Fragrance', 'International Paper']"
International Game Technology,"['1nternational Game Technology', 'International. Game Technology', 'Internati0nal Game Techn0logy']","['Esterline Technologie5', 'Èsterline Technolog1es', 'Esterline Technologies', 'International Paper', 'Intercontinental Exchange', 'Intercontinental Eхchange']"
International Paper,"['Internationa1 PaPer', 'Internatìonal Paper', 'Internatìonal. Paper']","['International. Game Technology', 'RPM International', 'RPM Internationa1', 'CACI International', 'WeSó International']"
Interpublic Group,"['1nterpublic Grup', 'Interpublic Groúp', 'Interpub1ic Group']","['War ner Music Group', 'Wárner Músic Group', 'Warner Music Gròup.', 'Warner Music Group']"
Intuit,"['I n tuit', '1ntuit', 'Intu1t']","['Insperity', 'In5perity', 'Van tiv', 'Vántiv', 'Inte1', 'Int.el', 'CentuŕyLink', 'Vantiv', 'Intel']"
Intuitive Surgical,"['Intuitive Surgicàl', '1ntuitive Surgical', 'Intuïtive Surgical']","['Universal', 'Unive rsal', 'Univer5al', 'Intuit', 'Ste ri cycle']"
Iron Mountain,"['Irón Mounta1n', 'Ir0n Mountain', 'I ron Mountain']","['Keurig Green Mountain', 'Keur1g Green M0untain', 'Kéurig Green Mòuntain']"
J.B. Hunt Transport Services,"['J.B. HunT Transport Servíces', 'J.B. Hunt Transport 5ervices', 'J.B. Hunt TransporT Services.']","['Quanta Services', 'Quánta Services', 'Quanta Servîces']"
J.C. Penney,"['J.C. Penneý', 'J.C.P enney', 'J.C. Penèey']","['Ce ntene', 'P.C. Connection', 'W.R. Berkley', 'Centéne', 'Centene', 'W.R. Berk1ey']"
J.Crew Group,"['J.Crew  Group', 'J.Crew.Gróup', 'J.Crèw Group']","['Carlyle Group', 'CMÈ Group', 'CME Group', 'Carly1e Group', 'Cárlyle Group', 'CIT Group']"
J.M. Smucker,"['J.M. Sínucker', 'J.M. 5mucker', 'J.M. Smucker.']","['H.B. Fu1ler.', 'H.B. Fu11er', 'H.B. Fuller']"
JP Morgan Chase,"['J.P MorganChase', 'JP M0rgan Chase', 'jp Morgan Cha5e']","['Morgan. Stanley', 'Morgan Stánley', 'M0rgan Stanley', 'Morgan Stanley', 'Kinder Morgan']"
Jabil Circuit,"['Jabil Circu1t', 'Jábil Circuit', 'Jabi1 Circuït']","['Sealed Air', 'Stifel Financial', 'Hain Ce1estial Gr0up', 'Granite Construction', 'MSC Industrial Direct', 'Hain Celestial Group', 'MSÇ Indu5trial Direct', 'Sealèd Air']"
Jacobs Engineering Group,"[""Jacob's Engineering Group"", 'JaC0bs Engineer1ng Group', 'Jácobs Engineering Gr0up']","['Regal Entertainment Gr0up', 'Intègrys E nergy Group', 'Regal Entertainment Group', 'Integrys Energy Group', 'Règal Entertainmènt Group']"
Jarden,"['Jàrdèn', 'jArden', 'Ja rden']","['Walgreèns', 'Ingrèdion', 'Walgreens', 'Be1den', 'Belden', 'Patrèson', 'Bèlden', 'walgreens']"
JetBlue Airways,"['Jet BluèAirways', 'JètBlue Airway5', 'JètBlue  Airway s']","['De1ta Air Lines', 'Sealed Air', 'Airgas', 'Delta AirL1nes', 'Sealed A ir', 'Delta Air Lines', 'Safe way', 'Sealèd Air']"
Johnson & Johnson,"['John son & Johnsoñ', 'Johńson & Johnson', 'J0hnson & J0hnson']","['Johnson Controls', 'Johnson C0ntrols.', 'J0hnson Contr01s', 'Joh nson Control5']"
Johnson Controls,"['Johnson C0ntrols.', 'J0hnson Contr01s', 'Joh nson Control5']","['Johnson & Johnson', 'Johńson & Johnson', 'John son & Johnsoñ', 'MéadJohnson Nutrìtion']"
Jones Financial,"['Jonès Fìnancial', 'Jone5 Financial.', 'J0nes Finançal']","['Regi0ns Financ1al', 'Regions Financial', 'Reg¡ons Financíal', 'Voya Financial', 'ocWen Financial']"
Jones Lang LaSalle,"['Jones La ng LaSalle', 'J0nes Láng LaSalle', 'Jone s Lang LaSalle']","['Jonès Fìnancial', 'Jones Financial', 'J0nes Finançal']"
Joy Global,"['JòyGlobàl', 'J0y Glòbal', 'Joy Gl0bal']","['FM Global', 'mRc Gl0bal', 'FM.Globál', 'FM Gl0bal', 'MRC Global']"
Juniper Networks,"['JuņiperNetworks', 'Jüniper Net work5', 'Juñiper Networks']","['DISH Network', 'AMC Networks', 'DI5H Network.', 'A M C Networks', 'AMC Networks.']"
KB Home,"['kB Home', 'KB H0me', 'Kß Home']","['Ke mper', 'Meritage Homes', 'Kempeŕ', 'Homè Dep0t', 'Home Depot', 'Kèmper']"
KBR,"['KB.R', 'KBR']","['KßR', 'KkR', 'KKR']"
KKR,"['KßR', 'KK R', 'KKR.', 'KkR']","['nV R', 'KB.R', 'KBR', 'nCR']"
KLA-Tencor,"['KLÁ-Tencor', 'KL A-Tençor', 'KLA-Teṅcor']","['Lenńar', 'Tenneco', 'Tesor0', 'Amerco', 'Tesoro', 'Tenne.co']"
Kansas City Southern,"['Kansás City Southem', 'Ka. nsas CitySouthern', 'Kánsas City S0uthern']","['Norfolk Southern', 'Heal thSouth', 'Sout hern', 'Söuther.n', 'Southern', 'Landstar 5ystem', 'Landstar System']"
KapStone Paper & Packaging,"['KápStone Paper & Packagṙng', 'K apStone Paper & Packagi ng', 'KapSt0ne Paper & Packaging']","['Stanley Black & Decker', 'S\u2006tandard Paci fic', 'Stàndard Pacific', 'Hel merich & Paynè', 'Stan1ey Black & Decker', 'Graphic Packaging Holding', 'Standard Pacific', 'Graphic Packaging Hold1ng']"
Kar Auction Services,"['Kár Auction Service5', 'Kár  Auction Service5', 'Kar Auctìon Services']","['Primoris Services', 'World Fuel Services', 'Quanta Services', 'Quánta Services']"
Kellogg,"['Kèllogg', 'Kell0gg', 'Kello gg']","['Hologic', 'Kroger', 'aK Steel Holdíng', 'Wells Fargo', 'Hòlogic', 'Exelon', 'WellsFargo.']"
Kelly Services,"['Kel1y Serv1ces', 'Kelly Serv1ces.', 'Kè11y Services']","['Re.pub1ic Services', 'WorldFuèl Services', 'Quánta Services', 'Republic Services', 'Republic Serv1ces']"
Kemper,"['Kempeŕ', 'Kèmper', 'Ke mper']","['Sempra Energy', 'Kroger', 'Króger', 'Amerčò', 'Kenna metál', 'SemprâEnergy', 'Şempra Energy', 'Kennámetal', 'Kennametal']"
Kennametal,"['Kènnametal', 'Kennámetal', 'Kenna metál']","['Kemper', 'Gánnett', 'Gannett', 'Ventas', 'Lìn colnNational', 'Kempeŕ', 'Lennar']"
Keurig Green Mountain,"['Keur1g Green M0untain', 'Kéurig Green Mòuntain', 'Keurig Green. Móuntain']","['Ir0n Mountain', 'Iron Mountain', 'I ron Mountain']"
KeyCorp,"['Ke yCorp', 'KeyC0rp', 'Key-Corp']","['News Corp.', 'Kimberly-Clark', 'Ne ws Corp.', 'pG&E Corpü', 'Kimber1y Clark', 'Kimberly-Clárk']"
Kimberly-Clark,"['K1mberly-Clark', 'Kimberly-Clárk', 'Kimber1y Clark']","['Caterpillar', 'KeyC0rp', 'Key-Corp', 'KeyCorp']"
Kinder Morgan,"['K1nder Mårgán', 'Kin der Morgan', 'Kinder M0rgan.']","['Andersons', 'Ene rgen', 'Under Armour', 'Energen', 'Andersons.']"
Kindred Healthcare,"['Kíndred Healthcare', 'Kinᵈred Healthcare', 'Kin.dred Healthcare']","['Tenet Healthcare', 'Teneť Healthcare', 'Tenet. Healthcare']"
Kirby,"['K1rby', 'kirby', 'Kírby']","['Pàntry', 'Linn Energy', 'Lin nEnergy', 'Pántry', 'FirstEnergy', 'Pantry']"
Knights of Columbus,"['Knighťs of Colu mbus', 'Knightsof Columbus.', 'Kn1ghts of Columbus']","['Univision Communications', 'Johnson C0ntrols.', 'Johnson Controls', 'Màrat hon Petroleum', 'Univi sion Communicati0ns']"
Kohl's,"[""Kóhl's"", ""Ko1l's"", ""Kohl's.""]","[""Dílard's"", ""McDonald's"", ""Cabéla's"", ""Móody's."", ""McDonald's."", ""Lowe's""]"
Kraft Foods Group,"['Krażt Foods Group', 'Kraft Foods Gr0up', 'Kraft. Foods Group']","['Wi1lbros Group', 'Fossil Group', 'ConAgra Foods', 'Willbros Group', 'Fossil Gr0up']"
Kroger,"['Króger', 'kR0ger', 'Kr0gér']","['Kemper', 'Stryker', 'Target', 'KeyC0rp', 'T0ro', 'Mo0g', 'B0rgWarner', 'Kèmper', 'Strýker']"
L Brands,"['1 Brands', 'L Bránds', 'L Bran ds']","['C5T Brands', 'CST Brands', 'Yum Brands']"
L-3 Communications,"['L-3 C0mmunications', 'L-3 Commúnications', 'L-3 Communications.']","['Level 3 Communications', 'Level 3 Commun1cations', 'Leve1 3 Communicatìons']"
LKQ,"['L KQ', 'LKQ.', 'L1Q']","['ÁOL', 'pPL', 'LinKedIn', 'PPL']"
LPL Financial Holdings,"['LPL Financia1 Holding5', 'LPl FinanciálHoldings', 'LPL Fìnancial Holdings']","['HCC Insurance. Holdings', 'Älliance Holdings', 'HCC Insurance Holdings', 'Dana Holding', 'Hawa iian Holdings', 'Alliance Holdings']"
LVB Acquisition,"['LVB Acqu isition', 'LVB Acquisiti0n', 'LVB Acqui$ition']","['Lèu cádiaNational', 'L-3 Communications', 'Viste0n', 'L-3 C0mmunications', 'Visteon']"
Laboratory Corp. of America,"['Lab0ratory Corp.of America', 'Laboratory C0rp. of America', 'Lábórátory Corp of America']","['Paçkaging Córp of Amer1ca', 'Pãckaging Corp. of America', 'Packag1ng Corp. of Ámèrica', 'Packaging Corp. of America', 'TravelCenters of America']"
Lam Research,"['1am Researcħ', 'La mResearch', 'Lám Reseárch']","['Range Resources', 'AGL Resources', 'agl Res0urces', 'AGL Resourcès', 'Targa Resources']"
Land O'Lakes,"[""Land 0'Lakes"", ""Land O'Lákes"", ""Lánd O'Lakes""]","['L Bran ds', ""wendý's"", 'In gles Markets', 'Cèlan ese', 'L Brands', 'Ingles Markets']"
Landstar System,"['Landstar 5ystem', 'Lándstārsystem', 'Lândstàr Systèm']","['Rýder Sys tem', 'Ryder System', 'SunGard Data System5', 'Citrix Systems', 'SunGard Data Systems']"
Lansing Trade Group,"['Lánsìng Trade Group', 'Lansin g Trade Group', 'Lansing:Trade Group']","['TransD1gm Group', 'TransDigm Group', 'TriNet Group', 'Èrie Insurance Group', 'TransDigm Gróup', 'TransDigm  Gr0up', 'Tr1Net Group']"
Las Vegas Sands,"['Lä sVegas Sands', 'La5 VegasSands.', 'Las Véga5 Sand5']","['L Bran ds', 'Hanesbrands', 'Ha nèsbrands', 'Lansin g Trade Group', 'L Brands', 'Le gg Mason', 'Férellgas Partnèrs']"
Lear,"['Léar', '1ear', 'L.ear']","['Lenn.ar', 'Lenńar', 'Lennar']"
Legg Mason,"['Lęgg Mason', 'Le gg Mason', 'Legg Mas0n']","['Masco', 'Loe ws', 'Mas co', 'Towers Watson', 'tower5 Wat son', 'Lä sVegas Sands', 'Patrèson', 'Lóckheed Martin']"
Leggett & Platt,"['Legget t & Platt', 'Leggett & PlatT', 'Lèggett & Platt']","['Lęgg Mason', 'Le gg Mason', 'Legg Mas0n', 'Legg Mason']"
Leidos Holdings,"['Leidos. Holdings', 'Le1dos H0ldings', 'LëidosHoldings']","['Post Holdings', 'WGL Holdings', 'Pepco. Holdings', 'Sears Holdings', 'Tops Holding', 'Pepco Holdings']"
Lennar,"['Lenn.ar', 'Lenńar', 'lEnnar']","['L.ear', 'Lear', 'Dánaher', 'Léar', 'Sanmina', 'Sanmína']"
Lennox International,"['Lennox Internatìonal', 'Lènnox Interñational', 'Lénnox. International']","['Lexmark International', 'Anixter International', 'WeSó International', 'Parexel International', 'Lēxmark International', 'Parèxel International']"
Leucadia National,"['Lèu cádiaNational', 'Leucádia Nationa1', 'Leucadia Nati0nal']","['Lìn colnNational', 'L1ncoln Natìonal', 'Lincoln National', 'Lincoln Nati0nal.', 'Vulcan Mateʀials']"
Level 3 Communications,"['Levè1 3 Communi catìons', 'Level 3 Commun1cations', 'Leve1 3 Communicatìons']","['L-3 Commúnications', 'L-3 Communications', 'L-3 Communications.']"
Levi Strauss,"['Lèvì Strauss', 'Levì Strau.ss', 'Levi-Stràus5']","['L Bran ds', 'Starbucks', 'Meritor', 'Sta.rbucks', 'L Brands']"
Lexmark International,"['Lēxmark International', 'Lēxmark. Internati0nal', 'LexmarkInternationa1']","['Pàrexèl Internationa1', 'Båxter Internati0nal', 'Baxter International', 'Tower International', 'Lennox International', 'Parèxel International', 'Lénnox. International']"
Liberty Interactive,"['Liber.ty Interaĉtive', 'Líberty. Interactive', 'L1berty Interáctive']","['Scripps Netw0rks Interactive', 'Lexmark International', 'Liberty Media', 'Lìberty Mediá', 'Brinker International', 'Scripps Networks Interactive']"
Liberty Media,"['Liberty Mèdia', 'Liƃerty Med1a', 'Lìberty Mediá']","['iHeartMedia', 'iHeartMedia.', 'Liberty Interactive', 'iHeártMedia']"
Liberty Mutual Insurance Group,"['Liberty Mutual Insurance Gròup.', 'Lìberty Mut1al Insurance Gr0up', 'Liberty Mutuál Insurance Group']","['Sen try Insurance Group', 'Amica Mutual Insurance', 'Erie Insurance Group', 'ér1e Insuran ce Group', 'Sentry Insurance Group', 'Èrie Insurance Group']"
LifePoint Health,"['LifèPoint_health', 'LìfePoint Health', 'L1fePoint Heal_th']","['Cárdinal Health', 'Tenet. Healthcare', 'Mo1ina Health.care', 'Tenet Healthcare', 'Molina Healthcare', 'Tenet Healthcarè']"
Lincoln Electric Holdings,"['Lincoln Eleçtric Holdings', 'LincoIn  Electric Hóldings', '1inc0ln Electric Holdings']","['Älliance Holdings', 'Zim mer Holdings', 'LPL Financial Holdings', 'Cinemark Holdings', 'Select Medical Holdings']"
Lincoln National,"['L1ncoln Natìonal', 'Lìn colnNational', 'Lincoln Nati0nal.']","['Lèu cádiaNational', 'Leucadia Nati0nal', 'Leucadia National', 'Lènnox Interñational', 'Penn National Gaming', 'Pènn National Gáming', 'Lennox International']"
LinkedIn,"['Linkedìn', 'Linked1n', 'LinKedIn']","['Tim ken', 'Ciena', 'Ingred1on', 'Nike', 'Timken', 'Ingredion']"
Linn Energy,"['L1nn Energy', 'Lin nEnergy', 'Linn Energy.']","['Dèvon Energy', 'Alliant Energy', 'Wisconsin Energy', 'Wi5consin Energy', 'SM Energy', 'EP Energy']"
Lithia Motors,"['L1thia Motors', 'Lithía M otors', 'Lithia Motoŕs']","['Tesla Motors', 'TéslaMotors', 'WhiteWave Foods', 'General Motors']"
Live Nation Entertainment,"['Live Nation. Enterta1nment', 'L1ve Nat1on Entertainment', 'LívèNationEntertainment']","['Regal Entertainment Gr0up', 'Regal Entertainment Group', 'Caesars Entertainment', 'Pinnacle Enterta1nment', 'Pinnacle Entertainme nt', 'Pinnacle Entertainment']"
Lockheed Martin,"['Lóckheed Mar tin', 'L0ckheed Martin', 'Lóckheed Martin']","['Buckeye Partners', 'Buc keye Partners', 'Buckèye Partner5']"
Loews,"['Loèws', 'L0ews', 'Loe ws']","[""L0we's"", ""Lowe's"", 'Lowe’s', ""L owe's""]"
Lorillard,"['Lorillar.d', 'Loríllard', 'Lor1llard']","[""Dillard's"", 'Cátèrpillar', ""D1llard's"", 'Dillard5']"
Lowe's,"[""L0we's"", 'Lowe’s', ""L owe's""]","['Loèws', ""wendý's"", 'Loews', 'Loe ws']"
M&T Bank Corp.,"['M& T Bank Corp.', 'M&T Bañk Corp.', 'M&T Bànk Corp.']","['B B&T Corp.', 'Bb&T Corp.', 'BB&T Corp.']"
MDU Resources Group,"['MDU Re-source5 Group', 'MDU Re5ources Group', 'MDU Res0urces Gròup']","['P rìceline Group', 'Metaldyne Performance Group', 'Erie Insurance Group', 'Metaldyne Performánce Group', 'ér1e Insuran ce Group', 'Erie Insuránce Gr0up', 'Èrie Insurance Group']"
MGM Resorts International,"['MGМ Res0rts Internati0nal', 'MGMResorts Internatiоnal', 'mGm Rèsorts Internationãl']","['Marriott International', 'Tower International', 'MaRriott Internationàl', 'Towér International']"
MRC Global,"['MRC Gl0bàl', 'mRc Gl0bal', 'MRC Glóbal.']","['FM Global', 'FM Gl0bal', 'Joy Global', 'Joy Gl0bal']"
MSC Industrial Direct,"['msc Indus trial. Direct', 'MSÇ Indu5trial Direct', 'M5C Industríal Dire ct']","['ABM Indu5tries', 'AßM Industries', 'PPG Industries', 'ABM Indu\tstries', 'ABM Industries']"
MWI Veterinary Supply,"['MWI Veterìnary Supply', 'MW1 Veterinary Supp1y', 'MWI Veter1nary Supply']","['Tràctor Supply', 'Tract0r Supp1y', 'Tractor Supply', 'Trac tor Supp ly']"
Macy's,"[""Mácy's"", ""Màcy's"", ""Mac y's""]","[""Móody's."", ""Moody's"", ""M0ody's"", ""Moo dy's""]"
Magellan Health,"['MägelIan Health', 'Magellan Health.', 'MagéllanHea1th']","['Cardinal Health', 'Mólina Healthcare', 'WellCare Health Plans', 'Molina Healthcare', 'M0lina Hea1thcare']"
Magellan Midstream Partners,"['Māgellan Midstream Partners', 'Mage11an Midstream Partners', 'Magèllan Midstream Partnèrs']","['E nable Midstream Partners', 'Enable Midstream Partners', 'Ènable Midstream Partners', 'DCP Midstream Partners']"
Manitowoc,"['Man itowoc', 'Man1towoc', 'Manítowoc']","['Mon5anto', 'Mònѕanto', 'Monsanto']"
ManpowerGroup,"['ManpowerGroup.', 'ManpowèrGroup', 'Manp0werGroup']","['A ptarGroup', 'Ryland Group', 'AptarGroup', 'Warner Music Group']"
Marathon Oil,"['MarathonOíl', 'Marath0n Oil', 'Marathon Oíl']","['Murphy Oil', 'Mara thon Petr0leum', 'Murphý Oil', 'Marathon Petroleum', 'Marathon. Petroleum']"
Marathon Petroleum,"['Màrat hon Petroleum', 'Mara thon Petr0leum', 'Marathon. Petroleum']","['Pàr Petroleum', 'Anadarko Petroleum', 'Whiting Petroleum', 'Marathon Oíl', 'Par Petroleum']"
