anchor_name,positive_name,negative_names
Sentry Insurance Group,Sentry Insurànce Group,"['Selective Insurance Group', 'Èrie Insurance Group', 'Erie Insurance Group']"
Service Corp. International,Sèrvice Corp. Intèrnational,"['Brinker Intèrnational', 'Brinker International', 'Br1nker International']"
Service Corp. International,Servicè Corp. Internationa1,"['B rinkèr International', 'Cameron International', 'Brinker International']"
Service Corp. International,5erviceCorp. International,"['Brinker International', 'Cameron International', 'Brinker Intèrnational']"
ServiceMaster Global Holdings,Serv1ceMaster GlobalHoldings,"['Se1ect Medical Holdings', 'Sears Holdings', 'Sear5 Holdings']"
ServiceMaster Global Holdings,Service-Master Globa1 Holdings,"['Sears Holdings', 'Sear5 Holdings', 'Energizer Holdings']"
ServiceMaster Global Holdings,SérviceMaster Global H0ldings,"['Sears Holdings', 'Sear5 Holdings', 'Silgan Holdings']"
Seventy Seven Energy,5eventy Seven Enèrgý,"['CenterPoint Energý', 'CenterPoint Energy', 'Cente.rPoint Energy']"
Seventy Seven Energy,SeVenTy Seven Ener9y,"['SouthWeStern Energy', 'Devon Energy', 'South western Energy']"
Seventy Seven Energy,Seventy S even Energy,"['South western Energy', 'CenterPoint Energy', 'Devon Energy']"
Sherwin-Williams,Sherwin- Wi11iams,"['Wi11iams', 'Williams', 'Wi lliams']"
Sherwin-Williams,Sherw1n-Williams,"['Williams', 'Wi lliams', 'Williáms']"
Sherwin-Williams,SherwínWilliams,"['Williams', 'Wi lliams', 'Williáms']"
Sigma-Aldrich,Sígma-Aldrich,"['Si1ganHoldings', 'Sealèd Air', 'Sealed Aír']"
Sigma-Aldrich,S1gma Aldrich,"['Si1ganHoldings', 'Silgan Holdings', 'Springleaf Holdings']"
Sigma-Aldrich,Sigma-Al'drich,"['Si1ganHoldings', 'Silgan Holdings', 'Springleaf Holdings']"
Silgan Holdings,Sìlgan Hold1ngs,"['Sears Holdings', 'Sear5 Holdings', 'Älliance Holdings']"
Silgan Holdings,Si1ganHoldings,"['Springleaf Holdings', 'SèarsHoldings', 'Sears Holdings']"
Silgan Holdings,Silgán. Holdings,"['GnC Hol dings', 'hawa1ián Holdings', 'Realogy Holdings']"
Simon Property Group,Simon Proper ty Group,"['Neiman Marcús Group', 'Neiman Marcus Group', 'Lansing Trade Group']"
Simon Property Group,S1mon Property Group,"['TriNet Group', 'Tr1Net Group', 'Omnicom Group']"
Simon Property Group,Simoñ Property Group,"['TriNet Group', 'Tr1Net Group', 'Triumph Group']"
Skechers U.S.A.,Skèchers U.S.A.,"['Micháels C.ôs.', 'Michaels Cos.', 'M1chaels Co5.']"
Skechers U.S.A.,5kechers U.S.A.,"['Micháels C.ôs.', 'Michaels Cos.', 'M1chaels Co5.']"
Skechers U.S.A.,Skechers   U.S.A.,"['Micháels C.ôs.', 'Michaels Cos.', 'M1chaels Co5.']"
SkyWest,SkýWest,"['West', 'W est', 'Wèst']"
SkyWest,Sk yWest,"['West', 'W est', 'Wèst']"
SkyWest,5kyWest,"['West', 'W est', 'Wèst']"
Skyworks Solutions,Skyworks Solutìons,"['Mötorola Solutions', 'Motorola Solutions', 'Motor0la Solutíons']"
Skyworks Solutions,Skýworks Solut1ons,"['Mötorola Solutions', 'Motorola Solutions', 'Motor0la Solutíons']"
Skyworks Solutions,Skyw0rks Solutions,"['Mötorola Solutions', 'Motorola Solutions', 'Motor0la Solu tions']"
Smart & Final Stores,Smárt & F inal Stores.,"['ÁmTrust Financial Services', 'AmTrust Financiãl Services', 'AmTrust Financial Services']"
Smart & Final Stores,5mart & Final Stores,"['ÁmTrust Financial Services', 'AmTrust Financiãl Services', 'AmTrust Financial Services']"
Smart & Final Stores,Smart & Fina1 Store5,"['ÁmTrust Financial Services', 'AmTrust Financiãl Services', 'AmTrust Financial Services']"
Snap-on,Snap0n,"['Synnéx', 'Synnex', 'Sämin1a']"
Snap-on,Snáp-on,"['SùneDison', 'SùnEdison', 'SunÉdison']"
Snap-on,5nap-on,"['DònaIdson', 'Donaldson', 'D0naldson']"
Sonic Automotive,Sońic Automot1ve,"['Group 1 Automotive', ""O'Reilly Automotive"", ""O'Rei11y Automotive""]"
Sonic Automotive,S0nic Automotivè,"['Són1c Automation.', ""O'Reilly Automotive"", ""O'Rei11y Automotive""]"
Sonoco Products,Sònoco Products,"['Ávon Products', 'Avon Products', 'Avoñ Prodücts']"
Sonoco Products,So noco Product5,"['Ávon Products', 'Avon Products', 'aVonProductś']"
Sonoco Products,S0noco Prodúcts,"['Ávon Products', 'Avoñ Prodücts', 'Avon Products']"
Southern,Sout hern,"['Norfolk Southern', 'Norfol kSouthern', 'N0rfolk Southern']"
Southern,Söuther.n,"['Norfolk Southern', 'Norfol kSouthern', 'N0rfolk Southern']"
Southern,Soùthern,"['Norfolk Southern', 'Norfol kSouthern', 'N0rfolk Southern']"
Southwest Airlines,Southwe5t Air lines,"['Southwestern Energy', 'Southwest Gas', 'South western Energy']"
Southwest Airlines,Southwest Airlìnes,"['Southwest Gas', 'Sout hwest Gás', 'Southwestern Energy']"
Southwest Airlines,5outhwest Air1ines,"['Southwest Gas', '5outhwest Gas', 'Sout hwest Gás']"
Southwest Gas,Sout hwest Gás,"['Southwest Airlìnes', 'Southwest Airlines', '5outhwest Air1ines']"
Southwest Gas,5outhwest Gas,"['Southwest Airlìnes', 'Southwest Airlines', '5outhwest Air1ines']"
Southwest Gas,SouthwèstGas,"['Southwest Airlìnes', 'Southwest Airlines', 'Southwèstern Energy']"
Southwestern Energy,Southwèstern Energy,"['Northern Tier Energy', 'Northe rn TierEnergy', 'Wèstar Energy']"
Southwestern Energy,SouthWeStern Energy,"['Westar Energy', 'Speçtra Energy', 'Spectra Energy']"
Southwestern Energy,South western Energy,"['Westar Energy', 'Northern Tier Energy', 'Northe rn TierEnergy']"
SpartanNash,Sp artanNash,"['CST Brands', 'SunTrust Banks', 'Sun Trùst Banks']"
SpartanNash,SpártanNa5h,"['Sanmína', 'Sanmina', 'Danaher']"
SpartanNash,SpartanNäsh,"['SunTrust Banks', 'CST Brands', 'Sun Trùst Banks']"
Spectra Energy,Spec7ra Energy,"['Sempra Energy', 'Şempra Energy', 'Sèmprà Energy']"
Spectra Energy,S pectra Energy,"['Sempra Energy', 'NextEra Energy', 'NextÉra  Energy']"
Spectra Energy,Speçtra Energy,"['Sempra Energy', 'NextEra Energy', 'NextÉra  Energy']"
Spirit AeroSystems Holdings,Spirit Aero System5 Holdings,"['Sears Holdings', 'Windstream Holdings', 'Springleaf Holdings']"
Spirit AeroSystems Holdings,Spìrit AeroSystems Holdings,"['Sears Holdings', 'Windstream Holdings', 'Springleaf Holdings']"
Spirit AeroSystems Holdings,5pirit AeroSystems Holdings,"['Windstream Holdings', 'Zim mer Holdings', 'Post Holdings']"
Sprague Resources,Spra.gue Resour ces,"['Range Resources', 'raNge resourCes', 'Targa Resources']"
Sprague Resources,Sprágue Resourcès,"['Targa Resources', 'Range Resources', 'Targa  Resources']"
Sprague Resources,5prague Resource5,"['Range Resources', 'raNge resourCes', 'Targa Resources']"
Springleaf Holdings,Springleaf Hold!ngs,"['Silgan Holdings', 'Si1ganHoldings', 'Sears Holdings']"
Springleaf Holdings,Springleàf Hold1ngs,"['Sìlgan Hold1ngs', 'Silgan Holdings', 'Sea rs Hold1ngs']"
Springleaf Holdings,Sp ringleaf Holdings,"['Silgan Holdings', 'Si1ganHoldings', 'Sears Holdings']"
Sprouts Farmers Market,Spr0uts Farmers Market,"['In gles Markets', 'Weis Markets', 'We1s Markets']"
Sprouts Farmers Market,Sprouts Farmer's Market,"['Whole Foods Market', 'In gles Markets', 'Weis Markets']"
Sprouts Farmers Market,Sprouts Fármers Market,"['Whole Foods Market', 'In gles Markets', 'Weis Markets']"
St. Jude Medical,Sť. Júde Medical,"['Select Medical Holdings', 'Se1ect Medical Holdings', 'Tribune Media']"
St. Jude Medical,St .Jude Medicàl,"['Ste ri cycle', 'Tribune Media', 'West.lake Chemical']"
St. Jude Medical,St. Jude Médical,"['Stifel Financial', 'Ste ri cycle', 'St1fel Financ1al']"
StanCorp Financial Group,StanC0rp Fìnancial Group,"['Securian Financial Group', 'CNO Financial Group', 'CN0 Financìal Group']"
StanCorp Financial Group,St anCorp Financial Gr0up,"['Securian Financial Group', 'CNO Financial Group', 'C.NO Financial Group']"
StanCorp Financial Group,StánCorp Financial Gròup,"['CNO Financial Group', 'C.NO Financial Group', 'Securián Financial Gr0up']"
Standard Pacific,S tandard Paci fic,"['Union Pacific', 'Un1on Pacific', 'Union Paci fìc']"
Standard Pacific,Stàndard Pacific,"['Union Pacific', 'Un1on Pacific', 'Uñion Pacifíc']"
Standard Pacific,5tandard Paci fic,"['Union Pacific', 'Un1on Pacific', 'Uñion Pacifíc']"
Stanley Black & Decker,Stanley Black& Decker,"['ᴀdvanced Mícro Devices', 'Advanced Micro Devices', 'BlackRòck']"
Stanley Black & Decker,Stan1ey Black & Decker,"['FoƦtune Brands Home & Security', 'Fortune Brands Home & Security', 'KápStone Paper & Packagṙng']"
Stanley Black & Decker,Stanley Blâck & Decker,"['ᴀdvanced Mícro Devices', 'Advanced Micro Devices', 'State St reet Corp.']"
Staples,Stäp1es,"['Steelcase', 'Stee1case', 'Ste.elcase']"
Staples,Stapl es,"['Caleres', 'Caleres.', 'walgreens']"
Staples,Staplès,"['Walgreèns', 'Steelcase', 'Stee1case']"
Starbucks,$tarbucks,"['Brunswick', 'Brunsw1ck', 'QüantaServïces']"
Starbucks,5tarbucks,"['Brunswick', 'Brunsw1ck', 'QüantaServïces']"
Starbucks,Sta.rbucks,"['Strýker', 'Stryker', 'Staplès']"
Starwood Hotels & Resorts,5tarw00d Hotels & Resòrts,"['Host Hotels & Resorts', 'Host Ho tels & Resorts', 'Host Hotèls & Rėsorts']"
Starwood Hotels & Resorts,Stàrwood Hotels & Reso rts,"['Host Hotels & Resorts', 'Host Ho tels & Resorts', 'Host Hotèls & Rėsorts']"
Starwood Hotels & Resorts,Starwood. Hotels & Res0rts,"['Host Hotels & Resorts', 'Host Ho tels & Resorts', 'Host Hotèls & Rėsorts']"
State Farm Insurance Cos.,Státe Farm Insurance Cos.,"['Sen try Insurance Group', 'Sentry Insurance Group', 'American Family Insurance Group']"
State Farm Insurance Cos.,State Farm Insurance Co5.,"['Sen try Insurance Group', 'Sentry Insurance Group', 'Hanover Insurance Group']"
State Farm Insurance Cos.,State Farm Insuránce Cos.,"['Sen try Insurance Group', 'Sèntry Insur4nce Group', 'Sentry Insurànce Group']"
State Street Corp.,Státè Street Corp.,"['Státe Farm Insurance Cos.', 'UnítedStatès Steel', 'News Corp.']"
State Street Corp.,State St reet Corp.,"['State Farm Insuránce Cos.', 'State Farm Insurance Cos.', 'State Farm Insurance Co5.']"
State Street Corp.,Statè Stree1 Corp.,"['State Farm Insuránce Cos.', 'State Farm Insurance Cos.', 'State Farm Insurance Co5.']"
Steel Dynamics,St33l Dynámics,"['Gènèral Dynamics', 'General Dynamics', 'General Dynamiçs']"
Steel Dynamics,Stèel Dÿnamics,"['Gènèral Dynamics', 'General Dynamics', 'General Dynamiçs']"
Steel Dynamics,Steel. Dyńamics,"['General Dynamics', 'General Dynamiçs', 'Genera1Dynamics']"
Steelcase,Stee1case,"['Sterícyle', 'Stericycle', 'Stericyc1e']"
Steelcase,ѕTeelcase,"['Celanése', 'Celanese', 'Teneť Healthcare']"
Steelcase,Ste.elcase,"['Steel Dynamics', 'Steel. Dyńamics', 'Celanése']"
Stericycle,Stericyc1e,"['Stryker', 'Stry.ker', 'Steelcase']"
Stericycle,Sterícyle,"['Stryker', 'Stry.ker', 'Steelcase']"
Stericycle,Ste ri cycle,"['Stryker', 'Stry.ker', 'Steelcase']"
Stifel Financial,Stifel Financ1a1,"['Prudential Financial', 'Symètra Financial', 'Symetra Financial']"
Stifel Financial,St1fel Financ1al,"['Symètra Financial', 'Symetra Financial', 'Ally Financial']"
Stifel Financial,Stifel. Financ1al,"['Prudential Financial', 'Symètra Financial', 'Symetra Financial']"
Stryker,Stry.ker,"['Sterícyle', 'Stericycle', 'Stericyc1e']"
Stryker,Strýker,"['Soùthern', 'Southern', 'nu StarEnergy']"
Stryker,5tryker,"['Sterícyle', 'Stericycle', 'Stericyc1e']"
SunEdison,SùnEdison,"['Ingrèdion', 'Ingredion', 'DònaIdson']"
SunEdison,SunÉdison,"['Ingrèdion', 'Ingredion', 'DònaIdson']"
SunEdison,SùneDison,"['Ingredion', 'Andersons', 'Andersons.']"
SunGard Data Systems,SunGard Data System5,"['Álliance Data Systems', 'Alliance Data Systems', 'Al1iance Data Systems']"
SunGard Data Systems,5unGard Data Systems,"['Álliance Data Systems', 'Alliance Data Systems', 'Al1iance Data Systems']"
SunGard Data Systems,SùnGard DataSy stems,"['Álliance Data Systems', 'Alliance Data Systems', 'Al1iance Data Systems']"
SunPower,suNPower,"['Flowserve', 'Nucor', 'Fluor']"
SunPower,SunP0wer,"['Southern', 'unIversal', 'Söuther.n']"
SunPower,Sun Power,"['Soùthern', 'Southern', 'Sout hern']"
SunTrust Banks,Sun Trùst Banks,"['CST Brands', 'C.ST Brands', 'Southwest Gas']"
SunTrust Banks,SunTrustBank5,"['Huntsman', 'Hunt5man', 'Nrthern Trust']"
SunTrust Banks,5unTrust Banks,"['Aćuity Brands', 'Acuity Brands', 'Yum Brands']"
Superior Energy Services,Superior Ener gy Services,"['Primoris Services', 'World Fuel Services', 'Wernēr Enterp rises']"
Superior Energy Services,Súperior Energy Services,"['Primoris Services', 'World Fuel Services', 'Wernēr Enterp rises']"
Superior Energy Services,5uperior Energy Servicès,"['Primoris Services', 'World Fuel Services', 'Wernēr Enterp rises']"
Supervalu,SuperValu,"['unIversal', 'Outerwall', 'Outerwal1']"
Supervalu,5upervalu,"['unIversal', 'Outerwall', 'Outerwal1']"
Supervalu,Supèrvalu,"['unIversal', 'Outèrwall', 'Outerwall']"
Swift Transportation,Sw1ft Transportatioñ,"['Nèwfield Exploration', 'Newfield Exploration', 'J.B. Hunt Transport Services']"
Swift Transportation,Swift Transportátion,"['Fifth Third Bancorp', 'Nèwfield Exploration', 'Newfield Exploration']"
Swift Transportation,Swíft Transportation,"['Nèwfield Exploration', 'Newfield Exploration', 'Towe rInternationa1']"
Symantec,Syma ntec,"['Synnex', 'Synnex.', 'Symètra Financial']"
Symantec,Symante.c,"['Synnex.', 'Synnex', 'Systemax']"
Symantec,Symántèc,"['Sysco', 'Sy5co', 'Sys co']"
Symetra Financial,Sÿmetra Fìnancial,"['Ameρr1se Fínancial', 'Stifel Financial', 'Prudentíal Financial']"
Symetra Financial,Symètra Financial,"['Voya Financial', 'V0ya Financial', 'Voya Financ ial']"
Symetra Financial,Symetra Financiàl.,"['Voya Financial', 'V0ya Financial', 'Voya Financ ial']"
Synnex,Synnéx,"['Snap0n', 'Snáp-on', 'Snap-on']"
Synnex,5ynnex,"['Dyneĝy', 'Dynegy', 'Ténneco']"
Synnex,Synnex.,"['Systemax', 'Symantec', 'Symante.c']"
Synopsys,S ynopsyś,"['Sysco', 'Sy5co', 'Unisys']"
Synopsys,Śynopsys,"['Unisys', 'Un1sys', 'Uni sys']"
Synopsys,Synop5y5,"['Sysco', 'Sy5co', 'Unisy5']"
Sysco,5ysco,"['Masco', 'Watsco', 'Mas co']"
Sysco,Sy5co,"['Synopsys', 'Synop5y5', 'Symántèc']"
Sysco,Sys co,"['Masco', 'Mas co', 'Watsco']"
Systemax,5ystemax,"['D5T Systems', 'Ryđer Sistema', 'DST Systems']"
Systemax,Sys témáx,"['Rýder Sys tem', 'SkyWest', 'DST Systems']"
Systemax,SyStémaX,"['Symantec', 'Ryđer Sistema', 'Symante.c']"
T. Rowe Price,T. Rowe Pri ce,"['Tu tor Perini', 'W.R. Gràce', 'W.R. Grace']"
T. Rowe Price,T. R0we. Price,"['W.R. Gràce', 'W.R. Grace', 'W.R. Gra ce']"
T. Rowe Price,T. Rowè Price,"['Tu tor Perini', 'W.R. Gràce', 'W.R. Grace']"
TD Ameritrade Holding,TD Amèrìtradè Holding,"['Dána Holding', 'Dana Holding', 'Dan aHolding']"
TD Ameritrade Holding,T.D AmeritradeHoldíng,"['T.RW Automotive Holdings', 'Windstreám Holdíngs', 'TRW Automotive Holdings']"
TD Ameritrade Holding,td Amer1trade Hold1ng,"['Exterran Holdings', 'Zim mer Holdings', 'Spìrit AeroSystems Holdings']"
TECO Energy,TECo Energy,"['DTE Energy', 'EP Energy', 'OGE Energy']"
TECO Energy,TECO Energý,"['DTE Energy', 'EP Energy', 'OGÈ Energy']"
TECO Energy,T E C O Energy,"['DTE Energy', 'EP Energy', 'OGÈ Energy']"
TIAA-CREF,T1AA-CREF,"['AAR', 'AA.R', 'nCR']"
TIAA-CREF,TIAA.CREF,"['AAR', 'AA.R', 'nCR']"
TIAA-CREF,TIAA-CRE F,"['AAR', 'AA.R', 'CBRE Group']"
TJX,tJX,"['SpX', 'SPX', 'CSX']"
TJX,T.JX,"['TeReX', 'ÀDT', 'SpX']"
TJX,T JX,"['TeReX', 'ÀDT', 'cS X']"
TRW Automotive Holdings,tRw Automoti ve Holdings,"['CF Industries Holdings', 'Zim mer Holdings', 'C.F Industries Holdings']"
TRW Automotive Holdings,TRW Automotivè Holdings,"['Post Holdings', 'Tea mHealth Holdings', 'WABCO Holdings']"
TRW Automotive Holdings,T.RW Automotive Holdings,"['TD Ameritrade Holding', 'CF Industries Holdings', 'C.F Industries Holdings']"
Take-Two Interactive Software,Take-Two Intèractive Softwarè,"['Cameron International', 'Cameron Inte rnational', 'Towér International']"
Take-Two Interactive Software,Take-Two Int eractive Software,"['Cameron International', 'Cameron Inte rnational', 'Towér International']"
Take-Two Interactive Software,Taķe-Two Interactíve Software,"['Cameron International', 'Cameron Inte rnational', 'Towér International']"
Targa Energy,TargaEnergy,"['Şempra Energy', 'Wèstar Energy', 'Westar Energy']"
Targa Energy,Tařga Enérgy,"['DTE Energy', 'DTE En3rgy', 'TECo Energy']"
Targa Energy,Tar.ga Energy,"['DTE Energy', 'Şempra Energy', 'Wèstar Energy']"
Targa Resources,Tārgà Re5ources,"['Range Re5ources', 'Sprague Resources', 'Range Resources']"
Targa Resources,Targa  Resources,"['Range Resources', 'agl Res0urces', 'Sprague Resources']"
Targa Resources,tArga Re5ourcès,"['Sprágue Resourcès', 'Range Re5ources', 'Franklin Resourcès']"
Target,Ta rget,"['arCBest', 'TargaEnergy', 'Targa Energy']"
Target,Targèt,"['TargaEnergy', 'arCBest', 'Walmárt']"
Target,Targét,"['TargaEnergy', 'arCBest', 'Walmárt']"
Taylor Morrison Home,Tayl0r M0rrison H0me,"['Car dinal Health', 'Tesla M0tors', 'Te5la Mot0rs']"
Taylor Morrison Home,Tay1or Morrison  Home,"['Meritage Homes', 'Ryèrson Holding', 'Ryerson Holding']"
Taylor Morrison Home,Táylor-Morrison Home,"['Meritage Homes', 'Ryèrson Holding', 'Ryerson Holding']"
Team Health Holdings,Team Hèalth Holding5,"['IMS Health Holdings', 'IMS HealthHoldings', '1MS Health H0ldings']"
Team Health Holdings,Tea mHealth Holdings,"['IMS Health Holdings', 'IMS HealthHoldings', '1MS Health H0ldings']"
Team Health Holdings,Teám Heath Holdings,"['IMS Health Holdings', 'IMS HealthHoldings', '1MS Health H0ldings']"
Tech Data,Tèch Data,"['First Data', 'Fírst. Data', 'Téràdata']"
Tech Data,ȚechData,"['Teradata', 'EchoStar', 'Echo$tar']"
Tech Data,Tech Da.ta,"['Teradata', 'First Data', 'Ae tna']"
Teledyne Technologies,Teledyne. Technolog1es,"['Èsterline Technolog1es', 'eXi de Technologies', 'Esterline Technologies']"
Teledyne Technologies,Tele dyne Tèchnologies,"['eXi de Technologies', 'Esterline Technologies', 'Agilent Technologies']"
Teledyne Technologies,Tèledyne Techn0logies,"['eXi de Technologies', 'Agilent Technologies', 'Èxide Technologies']"
Telephone & Data Systems,Telephone & Data Systèms,"['Álliance Data Systems', 'Alliance Data Systems', 'Al1iance Data Systems']"
Telephone & Data Systems,Te1ephone & Data Systems,"['Al1iance Data Systems', 'Álliance Data Systems', 'Alliance Data Systems']"
Telephone & Data Systems,Teleph0ne & Data Systems,"['Álliance Data Systems', 'Alliance Data Systems', 'Al1iance Data Systems']"
Tempur Sealy International,Tempúr Sealy Internationa1,"['Tower International', 'Par exel International', 'Dentsply International']"
Tempur Sealy International,Tempur Sealy Internation al,"['Tower International', 'Par exel International', 'Dentsply International']"
Tempur Sealy International,Tèmpur Sealy International,"['Par exel International', 'Parèxel International', 'Parexel International']"
Tenet Healthcare,Teneť Healthcare,"['Kíndred Healthcare', 'Kinᵈred Healthcare', 'Kindred Healthcare']"
Tenet Healthcare,Tenet. Healthcare,"['Kíndred Healthcare', 'Kinᵈred Healthcare', 'Kindred Healthcare']"
Tenet Healthcare,Tenet Healthcarè,"['Kíndred Healthcare', 'Kinᵈred Healthcare', 'Kindred Healthcare']"
Tenneco,Ténneco,"['Gènesco', 'Genesco', 'Pc Connection']"
Tenneco,Tenne.co,"['Genesco', 'KLÁ-Tencor', 'KLA-Tencor']"
Tenneco,Tennec0,"['Genesco', 'Genesc0', 'Centéne']"
Teradata,Téradata,"['e*Trade Financlal', 'E*Tradè Financial', 'E*Trade Financial']"
Teradata,Téradatà,"['CsT Brand5', 'CST Brands', 'C5T Brands']"
Teradata,Téràdata,"['Tèch Data', 'Tech Data', 'Towér International']"
Terex,TeReX,"['Tenneco', 'Tennec0', 'TrueBlue']"
Terex,Tèrèx,"['TruèBlue', 'Tòro', 'Toro']"
Terex,Ter éx,"['Xerox', 'Xero x', 'Xer0x']"
Tesla Motors,TéslaMotors,"['Lithia Motors', 'L1thia Motors', 'Lithía M otors']"
Tesla Motors,Te5la Mot0rs,"['General Motors', 'Toul Brothers', 'Toll Brothers']"
Tesla Motors,Tesla M0tors,"['General Motors', 'Genera1, Mòtors', 'Lithia Motors']"
Tesoro,Tesóro,"['Textron', 'Tòro', 'Toro']"
Tesoro,Tesor0,"['Toro', 'Tesla Motors', 'Tesla M0tors']"
Tesoro,T esoro,"['Toro', 'Tor o', 'Textron']"
Tetra Tech,T3tra Tech.,"['Carpenter Techn0logy.', 'Tor chmark', 'MasTec']"
Tetra Tech,Tétra Tech,"['Tor chmark', 'MasTec', 'Ma5Tec']"
Tetra Tech,Tetra Te ch,"['Vectr en', 'Carpenter Technology', 'Carpenter Techn0logy']"
Texas Instruments,T exas Instrumènts,"['Lexmark International', 'Caesars Entertainment', 'Polaris Industries']"
Texas Instruments,Tèxas Instruments,"['Polaris Industries', 'Po1ar1s Industrìes', 'P0lar1s Industries']"
Texas Instruments,Texás Instrumènts,"['Tower International', 'Towe rInternationa1', 'Thør Industries']"
Textron,Te.xtron,"['Tesóro', 'Tesoro', 'Hexion']"
Textron,Textr0n,"['Vectrèn', 'Vectren', 'Vectr en']"
Textron,Tex Tron,"['Tesóro', 'Tesoro', 'Hexion']"
Thermo Fisher Scientific,Thermo Fi sher Scíentific.,"['Boston Scientific', 'Bostón Scientifíc', 'Bo5ton Sc1entific']"
Thermo Fisher Scientific,Thèrm0 Físher Scientific,"['Boston Scientific', 'B0ston Scientific', 'Bostón Scientifíc']"
Thermo Fisher Scientific,therMo Fìsher Scìentific,"['Boston Scientific', 'B0ston Scientific', 'Bostón Scientifíc']"
Thor Industries,Thor IndusTries,"['Trinít yIndustries', 'Trinity Industries', 'Polaris Industries']"
Thor Industries,Thør Industries,"['Trinít yIndustries', 'Trinity Industries', 'PPG Industries']"
Thor Industries,Tho rIndustries,"['PPG Industries', 'AßM Industries', 'ABM Industries']"
Thrivent Financial for Lutherans,Thrivènt Financíal for Lutherans,"['Securian Financíal Gr oup', 'ÁmTrust Financial Services', 'AmTrust Financial Servicès']"
Thrivent Financial for Lutherans,Thr1vent Financial f0r Lutherans,"['ÁmTrust Financial Services', 'AmTrust Financial Servicès', 'AmTrust Financial Services']"
Thrivent Financial for Lutherans,Thri vent Financial for Lutherans,"['Broadridge Financial Solutions', 'Broadridge Financial Solu tions.', 'ÁmTrust Financial Services']"
Tiffany,Tìffany,"['Pantry', 'TargaEnergy', 'Šafëway']"
Tiffany,Tiffan y,"['Timkèn', 'Timken', 'Pantry']"
Tiffany,Tiffañy,"['Šafëway', 'Sāfeway', 'Safeway']"
Time Warner,T1meWarner,"['T1me Warner Cable', 'Time Warner Cable', 'Time. Warner Cable']"
Time Warner,Time-Warner,"['Time Warner Cable', 'Time. Warner Cable', 'T1me Warner Cable']"
Time Warner,Time Wárner,"['Time Warner Cable', 'Time. Warner Cable', 'Time Wàrnèr Câble']"
Time Warner Cable,Time. Warner Cable,"['Time Warner', 'Time-Warner', 'Time Wárner']"
Time Warner Cable,T1me Warner Cable,"['Time Warner', 'Ge neral Cable.', 'T1meWarner']"
Time Warner Cable,Time Wàrnèr Câble,"['Time Wárner', 'Time Warner', 'Time-Warner']"
Timken,Timkèn,"['Time-Warner', 'Time Wárner', 'Time Warner']"
Timken,T1mken,"['Amgen', 'T1meWarner', 'Amêren']"
Timken,Tim ken,"['Time-Warner', 'Time Wárner', 'Time Warner']"
Toll Brothers,Toul Brothers,"['Global Partners', 'G1obal Partners', 'Tesla Motors']"
Toll Brothers,TöllBrothers,"['HollyFrontier', 'Holly.Frontier', 'H0llyFrontier']"
Toll Brothers,Toll Br0thers,"['Global Partners', 'Gl0bal Partners', 'G1obal Partners']"
Tops Holding,Tops Holdïng,"['Post Holdings', 'Post Holding5.', 'Leidos Holdings']"
Tops Holding,TopsHoldïng,"['Post Holdings', 'Post Holding5.', 'LëidosHoldings']"
Tops Holding,T0ps Holding,"['Post Holdings', 'Sears Holdings', 'Pèpco Holdings']"
Torchmark,Tor chmark,"['Aramark', 'Ara mark', 'PriceSmart']"
Torchmark,Torchmark.,"['Aramark', 'Ara mark', 'PriceSmart']"
Torchmark,T0rchmark,"['Aramark', 'Ara mark', 'PriceSmart']"
Toro,T0ro,"['Tesóro', 'Tesoro', 'Textron']"
Toro,Tòro,"['Tesóro', 'Tesoro', 'Textron']"
Toro,Tor o,"['Tesoro', 'T esoro', 'Tesóro']"
Total System Services,Total System Sérvices.,"['Quánta Services', 'Quanta Services', 'World Fuel Services']"
Total System Services,T0tal System 5ervices,"['Quánta Services', 'Quanta Services', 'W0rld Fue1 Services']"
Total System Services,Total SystèmServices,"['Quánta Services', 'Quanta Services', 'Kelly Services']"
Tower International,Towe rInternationa1,"['Honeywell International', 'Honeywell Internationa1', 'WeSó International']"
Tower International,Towér International,"['RPM International', 'Lennox International', 'Edison International']"
Tower International,T0wer Internatìonal,"['Baxter International', 'H0neywell International', 'WeSó International']"
Towers Watson,T0wers Wat5on,"['Tower International', 'T0wer Internatìonal', 'Towér International']"
Towers Watson,TówersWatson,"['Watsco', 'Towér International', 'Tower International']"
Towers Watson,tower5 Wat son,"['Tower International', 'Watsco', 'Legg Mason']"
"Toys ""R"" Us","T0ys ""R"" Us","['Tysón Foods', 'Tyson Foods', 'Tyson. Foods']"
"Toys ""R"" Us","Toys ""R"" Us.","['Tysón Foods', 'Tyson Foods', 'Tyson. Foods']"
"Toys ""R"" Us","Tòys ""R"" U s","['Tysón Foods', 'Tyson Foods', 'Tyson. Foods']"
Tractor Supply,Tract0r Supp1y,"['MWI Veterìnary Supply', 'MWI Veterinary Supply', 'MWI Veter1nary Supply']"
Tractor Supply,Trac tor Supp ly,"['Beacón Roofing Supply', 'Beacon Roofing Supply', 'MWI Veterìnary Supply']"
Tractor Supply,Tràctor Supply,"['MWI Veterìnary Supply', 'MWI Veterinary Supply', 'MWI Veter1nary Supply']"
TransDigm Group,TransD1gm Group,"['Triumph Group', 'Tr1umph Group', 'Unum Group']"
TransDigm Group,TransDigm  Gr0up,"['Lansing Trade Group', 'Triumph Gróup', 'Triumph Group']"
